Model Name;Species Name
msp_0482.mat;Mitsuokella_multacida
msp_0483.mat;Veillonella_sp._CAG:933
msp_0484.mat;unclassified_Faecalibacterium
msp_0485.mat;unclassified_Bacteroides
msp_0486.mat;msp_0486.mat
msp_0487.mat;unclassified_Clostridiales_5
msp_0488.mat;Acidaminococcus_massiliensis
msp_0489.mat;unclassified_Blautia
msp_0490.mat;msp_0490.mat
msp_0491.mat;unclassified_Clostridiales_4
msp_0492.mat;unclassified_Clostridiales_6
msp_0493.mat;[Eubacterium]_sp._CAG:603_&_sp.__2789STDY5608818
msp_0494.mat;msp_0494.mat
msp_0495.mat;unclassified_Prevotellaceae
msp_0496.mat;unclassified_Lachnospiraceae
msp_0497.mat;msp_0497.mat
msp_0498.mat;Ruminococcus_sp._CAG:488
msp_0499.mat;[Clostridium]_sp._CAG:590
msp_0500.mat;unclassified_Erysipelotrichaceae
msp_0501.mat;Megasphaera_elsdenii
msp_0502.mat;unclassified_Bacteroides
msp_0503.mat;Coraliomargarita_sp._CAG:312
msp_0504.mat;msp_0504.mat
msp_0505.mat;unclassified_Oscillibacter
msp_0506.mat;Dorea_formicigenerans
msp_0507.mat;unclassified_Lachnospiraceae
msp_0508.mat;unclassified_Bacteroidales
msp_0509.mat;Evtepia_gabavorus
msp_0510.mat;[Clostridium]_glycyrrhizinilyticum
msp_0511.mat;unclassified_Muribaculaceae
msp_0512.mat;[Firmicutes]_bacterium_CAG:321
msp_0513.mat;unclassified_Clostridiales_5
msp_0514.mat;unclassified_Lachnospiraceae
msp_0515.mat;unclassified_Clostridium
msp_0516.mat;msp_0516.mat
msp_0517.mat;Bacteroidales_bacterium_H10
msp_0518.mat;unclassified_Coriobacteriia
msp_0519.mat;Prevotella_sp._CAG:924
msp_0520.mat;msp_0520.mat
msp_0521.mat;[Ruminococcaceae]_bacterium_CIM:MAG_1403
msp_0522.mat;Anaerotruncus_colihominis
msp_0523.mat;unclassified_Alistipes
msp_0524.mat;Mordavella_sp._Marseille-P3756
msp_0525.mat;unclassified_Muribaculaceae
msp_0526.mat;unclassified_Clostridiales_4
msp_0527.mat;[Clostridium]_sp._CAG:307
msp_0528.mat;unclassified_Parabacteroides
msp_0529.mat;[Eubacterium]_sp._CAG:581
msp_0530.mat;Dorea_longicatena_2
msp_0531.mat;unclassified_Muribaculaceae
msp_0532.mat;msp_0532.mat
msp_0533.mat;unclassified_Roseburia
msp_0534.mat;Firmicutes_bacterium_CAG:176_63_11
msp_0535.mat;Prevotellaceae_bacterium_CIM:MAG_724
msp_0536.mat;unclassified_Clostridiales_5
msp_0537.mat;Alistipes_sp._An31A_&_Marseille-P5061_&_UBA1813
msp_0538.mat;Phascolarctobacterium_succinatutens
msp_0539.mat;unclassified_Roseburia
msp_0540.mat;[Clostridium]_sp._CAG:448
msp_0541.mat;unclassified_Clostridiales_5
msp_0542.mat;[Clostridiaceae]_bacterium_CIM:MAG_755_/_[Clostridium]_sp._CAG:230
msp_0543.mat;msp_0543.mat
msp_0544.mat;msp_0544.mat
msp_0545.mat;Pseudoflavonifractor_sp._An184
msp_0546.mat;[Clostridium]_sp._CAG:245_&_CIM:MAG_941
msp_0547.mat;unclassified_Prevotellaceae
msp_0548.mat;unclassified_Lachnospiraceae
msp_0549.mat;unclassified_Prevotella
msp_0550.mat;unclassified_Lachnospiraceae
msp_0551.mat;[Eubacterium]_sp._CAG:192
msp_0552.mat;unclassified_Oscillospiraceae
msp_0553.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0554.mat;Anaerostipes_hadrus_2
msp_0555.mat;[Subdoligranulum]_sp._CAG:314_&_CIM:MAG_76
msp_0556.mat;unclassified_Clostridiales_4
msp_0557.mat;msp_0557.mat
msp_0558.mat;unclassified_Blautia
msp_0559.mat;unclassified_Lachnoclostridium
msp_0560.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0561.mat;unclassified_Lachnospiraceae
msp_0562.mat;Enorma_massiliensis
msp_0563.mat;unclassified_Lachnospiraceae
msp_0564.mat;[Fusobacterium]_sp._CAG:439
msp_0565.mat;unclassified_Ruminococcaceae
msp_0566.mat;unclassified_Clostridiales_5
msp_0567.mat;Firmicutes_bacterium_CAG:475
msp_0568.mat;Prevotella_sp._CAG:1124
msp_0569.mat;Anaerotruncus_sp._CAG:528
msp_0570.mat;Bifidobacterium_dentium
msp_0571.mat;unclassified_Ruminococcaceae
msp_0572.mat;Lachnospira_sp._2789STDY5834967_/_Clostridiales_bacterium_KLE1615_&_41_12_two_minus
msp_0573.mat;Eggerthella_lenta
msp_0574.mat;msp_0574.mat
msp_0575.mat;[Eubacteriaceae]_bacterium_CHKCI004_&_[Eubacterium]_sp._An3
msp_0576.mat;unclassified_Roseburia
msp_0577.mat;[Clostridium]_sp._CAG:1013
msp_0578.mat;[Clostridium]_sp._CAG:269
msp_0579.mat;unclassified_Lachnospiraceae
msp_0580.mat;unclassified_Fusobacterium
msp_0581.mat;Firmicutes_bacterium_CAG:212_/_[Clostridium]_sp._2789STDY5834871
msp_0582.mat;[Clostridium]_sp._CAG:632
msp_0583.mat;unclassified_Fournierella
msp_0584.mat;Eggerthella_sp._CAG:298
msp_0585.mat;Methanobrevibacter_smithii_1
msp_0586.mat;[Clostridium]_sp._CAG:343
msp_0587.mat;unclassified_Fusobacterium
msp_0588.mat;unclassified_Ruminococcaceae
msp_0589.mat;msp_0589.mat
msp_0590.mat;unclassified_Parabacteroides
msp_0591.mat;unclassified_Lachnoclostridium
msp_0592.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0593.mat;Bacteroidales_bacterium_CIM:MAG_858
msp_0594.mat;Phascolarctobacterium_sp._CAG:266
msp_0595.mat;Cryptobacterium_sp._CAG:338
msp_0596.mat;Clostridiales_bacterium_UBA4696
msp_0597.mat;unclassified_Clostridiales_5
msp_0598.mat;Prevotella_sp._CAG:1092
msp_0599.mat;unclassified_Prevotella
msp_0600.mat;msp_0600.mat
msp_0601.mat;msp_0601.mat
msp_0602.mat;msp_0602.mat
msp_0603.mat;msp_0603.mat
msp_0604.mat;Dorea_sp._CAG:105
msp_0605.mat;unclassified_Oscillospiraceae
msp_0606.mat;unclassified_Ruminococcus
msp_0607.mat;unclassified_Prevotellaceae
msp_0608.mat;Muribaculaceae_bacterium_sp7
msp_0609.mat;unclassified_Bacteroides
msp_0610.mat;Fusobacterium_nucleatum_subsp._animalis
msp_0611.mat;Bacteroidales_bacterium_H2_/_[Prevotella]_sp._CAG:251
msp_0612.mat;unclassified_Oscillospiraceae
msp_0613.mat;unclassified_Catabacter
msp_0614.mat;unclassified_Muribaculaceae
msp_0615.mat;unclassified_Oscillospiraceae
msp_0616.mat;Prevotella_buccae
msp_0617.mat;unclassified_Sutterellaceae
msp_0618.mat;Turicimonas_muris
msp_0619.mat;msp_0619.mat
msp_0620.mat;msp_0620.mat
msp_0621.mat;Intestinibacter_bartlettii
msp_0622.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0623.mat;Erysipelatoclostridium_sp2
msp_0624.mat;unclassified_Ruminococcaceae
msp_0625.mat;Firmicutes_bacterium_CAG:646
msp_0626.mat;Citrobacter_portucalensis
msp_0627.mat;Bifidobacterium_breve
msp_0628.mat;Muribaculaceae_bacterium_sp1
msp_0629.mat;msp_0629.mat
msp_0630.mat;[Eubacterium]_sp._CAG:161
msp_0631.mat;unclassified_Clostridiales_5
msp_0632.mat;unclassified_Ruminococcaceae
msp_0633.mat;Klebsiella_michiganensis_1
msp_0634.mat;unclassified_Flavonifractor
msp_0635.mat;msp_0635.mat
msp_0636.mat;Alistipes_[Bacteroidales]_bacterium_55_9
msp_0637.mat;Alistipes_sp._Marseille-P2431
msp_0638.mat;Enteroscipio_rubneri
msp_0639.mat;Faecalibacterium_prausnitzii_6
msp_0640.mat;unclassified_Oscillibacter
msp_0641.mat;unclassified_Ruminococcaceae
msp_0642.mat;Proteobacteria_bacterium_CAG:495
msp_0643.mat;unclassified_Clostridiales_5
msp_0644.mat;msp_0644.mat
msp_0645.mat;[Clostridium]_sp._CAG:452
msp_0646.mat;[Bacteroides]_sp._43_108
msp_0647.mat;Clostridia_bacterium_UC5.1-2E3
msp_0648.mat;Holdemanella_biformis
msp_0649.mat;Acidaminococcus_sp._Marseille-P4266
msp_0650.mat;unclassified_Agathobaculum
msp_0651.mat;Prevotella_sp._Marseille-P4119
msp_0652.mat;msp_0652.mat
msp_0653.mat;Muribaculaceae_bacterium_sp2
msp_0654.mat;Firmicutes_bacterium_CAG:103
msp_0655.mat;[Ruminococcus]_sp._2789STDY5608817_/_[Eubacterium]_sp._2789STDY5834872
msp_0656.mat;Succinatimonas_sp._UBA2849_&_sp._CAG:777
msp_0657.mat;msp_0657.mat
msp_0658.mat;unclassified_Bacteroides
msp_0659.mat;Caecibacter_massiliensis_==_Megasphaera_hexanoica
msp_0660.mat;msp_0660.mat
msp_0661.mat;msp_0661.mat
msp_0662.mat;bacterium_OL-1
msp_0663.mat;msp_0663.mat
msp_0664.mat;unclassified_Ruminococcaceae
msp_0665.mat;Clostridiales_Family_XIII_bacterium_CIM:MAG_1057
msp_0666.mat;unclassified_Coriobacteriia
msp_0667.mat;unclassified_Prevotellaceae
msp_0668.mat;Coprococcus_sp._CAG:782
msp_0669.mat;unclassified_Ruminococcaceae
msp_0670.mat;unclassified_Oscillibacter
msp_0671.mat;Turicibacter_sanguinis_1
msp_0672.mat;unclassified_Opitutae
msp_0673.mat;unclassified_Clostridiales_4
msp_0674.mat;[Eubacterium]_sp._2789STDY5834909
msp_0675.mat;Sutterella_sp._CAG:521
msp_0676.mat;msp_0676.mat
msp_0677.mat;msp_0677.mat
msp_0678.mat;unclassified_Ruminococcaceae
msp_0679.mat;msp_0679.mat
msp_0680.mat;msp_0680.mat
msp_0681.mat;Prevotella_sp._CAG:617
msp_0682.mat;uncultured_Clostridiales_bacterium_RUG798
msp_0683.mat;msp_0683.mat
msp_0684.mat;unclassified_Muribaculaceae
msp_0685.mat;unclassified_Clostridiales_2
msp_0686.mat;[Ruminococcus]_sp._CAG:382
msp_0687.mat;Prevotella_sp._UBA630
msp_0688.mat;unclassified_Lachnospiraceae
msp_0689.mat;Clostridiales_bacterium_UBA1701_/_Clostridia_bacterium_CIM:MAG_26
msp_0690.mat;unclassified_Faecalibacterium
msp_0691.mat;msp_0691.mat
msp_0692.mat;msp_0692.mat
msp_0693.mat;unclassified_Lachnoclostridium
msp_0694.mat;unclassified_Parabacteroides
msp_0695.mat;unclassified_Rhodospirillales
msp_0696.mat;Acidaminococcus_fermentans
msp_0697.mat;Clostridium_sp._CAG:221
msp_0698.mat;Faecalitalea_cylindroides
msp_0699.mat;unclassified_Clostridiales_4
msp_0700.mat;Megasphaera_sp._ASD88_&_An286_&_AJH120
msp_0701.mat;unclassified_Pseudoflavonifractor
msp_0702.mat;unclassified_Barnesiellaceae
msp_0703.mat;msp_0703.mat
msp_0704.mat;unclassified_Clostridiales_5
msp_0705.mat;unclassified_Lachnoclostridium
msp_0706.mat;Dorea_sp._Marseille-P4003
msp_0707.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0708.mat;Ruminococcus_sp._CAG:563
msp_0709.mat;Firmicutes_bacterium_CAG:341
msp_0710.mat;[Bacteroides]_sp._CAG:927
msp_0711.mat;msp_0711.mat
msp_0712.mat;msp_0712.mat
msp_0713.mat;[Clostridium]_citroniae
msp_0714.mat;msp_0714.mat
msp_0715.mat;msp_0715.mat
msp_0716.mat;msp_0716.mat
msp_0717.mat;unclassified_Ruminococcus
msp_0718.mat;unclassified_Rhodospirillales
msp_0719.mat;msp_0719.mat
msp_0720.mat;[Clostridium]_sp._CAG:1024
msp_0721.mat;unclassified_Bacteroides
msp_0722.mat;Blautia_obeum_2
msp_0723.mat;unclassified_Clostridiales_5
msp_0724.mat;unclassified_Sutterellaceae
msp_0725.mat;Clostridiales_bacterium_CIM:MAG_491
msp_0726.mat;Prevotella_sp._CAG:755
msp_0727.mat;unclassified_Clostridiales_4
msp_0728.mat;msp_0728.mat
msp_0729.mat;[Ruminococcaceae]_bacterium_CIM:MAG_1170_1
msp_0730.mat;msp_0730.mat
msp_0731.mat;msp_0731.mat
msp_0732.mat;Clostridiales_bacterium_CIM:MAG_442
msp_0733.mat;Roseburia_sp._CAG:471
msp_0734.mat;Firmicutes_bacterium_CAG:555
msp_0735.mat;Monoglobus_pectinilyticus
msp_0736.mat;msp_0736.mat
msp_0737.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0738.mat;Prevotella_sp._UBA2874
msp_0739.mat;msp_0739.mat
msp_0740.mat;unclassified_Lachnospiraceae
msp_0741.mat;unclassified_Sutterella
msp_0742.mat;msp_0742.mat
msp_0743.mat;unclassified_Bacteroidales
msp_0744.mat;Acidaminococcus_sp._CAG:542
msp_0745.mat;Lachnospiraceae_bacterium_UBA7096
msp_0746.mat;unclassified_Prevotella
msp_0747.mat;unclassified_Oscillospiraceae
msp_0748.mat;msp_0748.mat
msp_0749.mat;unclassified_Sutterella
msp_0750.mat;unclassified_Lachnoclostridium
msp_0751.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0752.mat;Ruminococcus_sp._CAG:624_&_UBA6407_&_UBA4697
msp_0753.mat;unclassified_Muribaculaceae
msp_0754.mat;msp_0754.mat
msp_0755.mat;msp_0755.mat
msp_0756.mat;unclassified_Blautia
msp_0757.mat;[Clostridium]_sp._28_12_&_CAG:356
msp_0758.mat;unclassified_Lachnospiraceae
msp_0759.mat;unclassified_Clostridiales_5
msp_0760.mat;Clostridium_sp._29_15_&_CAG:265
msp_0761.mat;unclassified_Clostridiales_5
msp_0762.mat;Ruminococcaceae_bacterium_UBA1821_/_[Clostridium]_sp._CAG:678
msp_0763.mat;Oscillibacter_sp._ER4_/_Firmicutes_bacterium_CAG:129_59_24
msp_0764.mat;unclassified_Alistipes
msp_0765.mat;unclassified_Prevotellaceae
msp_0766.mat;unclassified_Oscillibacter
msp_0767.mat;unclassified_Tyzzerella
msp_0768.mat;msp_0768.mat
msp_0769.mat;Agathobaculum_butyriciproducens
msp_0770.mat;unclassified_Lachnoclostridium
msp_0771.mat;Clostridiales_bacterium_UBA644
msp_0772.mat;Clostridiales_bacterium_1_7_47FAA__&_VE202-28
msp_0773.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0774.mat;Prevotella_sp._CAG:1058
msp_0775.mat;msp_0775.mat
msp_0776.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0777.mat;Clostridiales_bacterium_RUG303_&_RUG439_&_RUG453_/_Firmicutes_bacterium_CAG:129
msp_0778.mat;unclassified_Faecalibacterium
msp_0779.mat;[Clostridium]_sp._CAG:417
msp_0780.mat;unclassified_Lachnoclostridium
msp_0781.mat;unclassified_Christensenellaceae-Catabacteriaceae
msp_0782.mat;Candidatus_Gastranaerophilales_bacterium_MH_37_&_HUM_20_/_Melainabacteria_sp._35_41
msp_0783.mat;unclassified_Clostridiales_4
msp_0784.mat;unclassified_Ruminococcaceae
msp_0785.mat;Collinsella_tanakaei
msp_0786.mat;unclassified_Muribaculaceae
msp_0787.mat;msp_0787.mat
msp_0788.mat;unclassified_Rhodospirillaceae
msp_0789.mat;Prevotella_sp._CAG:1185
msp_0790.mat;unclassified_Clostridiales_4
msp_0791.mat;unclassified_Oscillibacter
msp_0792.mat;Clostridium_perfringens
msp_0793.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0794.mat;Slackia_isoflavoniconvertens
msp_0795.mat;msp_0795.mat
msp_0796.mat;unclassified_Clostridiales_4
msp_0797.mat;unclassified_Ruminococcus
msp_0798.mat;msp_0798.mat
msp_0799.mat;unclassified_Bacteroides
msp_0800.mat;Eggerthella_sp._51_9_&_CAG:209
msp_0801.mat;Sutterella_parvirubra
msp_0802.mat;Bacteroidales_bacterium_H3
msp_0803.mat;msp_0803.mat
msp_0804.mat;msp_0804.mat
msp_0805.mat;unclassified_Roseburia
msp_0806.mat;msp_0806.mat
msp_0807.mat;unclassified_Clostridiales_4
msp_0808.mat;[Clostridium]_sp._CAG:288
msp_0809.mat;msp_0809.mat
msp_0810.mat;msp_0810.mat
msp_0811.mat;[Staphylococcus]_sp._CAG:324
msp_0812.mat;unclassified_Lachnospiraceae
msp_0813.mat;unclassified_Muribaculaceae
msp_0814.mat;Lachnoclostridium_sp._An138
msp_0815.mat;msp_0815.mat
msp_0816.mat;msp_0816.mat
msp_0817.mat;unclassified_Faecalibacterium
msp_0818.mat;msp_0818.mat
msp_0819.mat;Candidatus_Gastranaerophilales_bacterium_HUM_2_/_Candidatus_Melainabacteria_bacterium_MEL.A1
msp_0820.mat;unclassified_Lachnoclostridium
msp_0821.mat;[Firmicutes]_bacterium_CAG:313
msp_0822.mat;unclassified_Oscillospiraceae
msp_0823.mat;[Ruminococcus]_sp._CAG:724
msp_0824.mat;[Clostridium]_sp._CAG:967
msp_0825.mat;Firmicutes_bacterium_CAG:791
msp_0826.mat;unclassified_Anaeroplasmataceae
msp_0827.mat;unclassified_Odoribacteraceae
msp_0828.mat;Massiliomicrobiota_sp._An80_&_An105_&_An134_&_An142
msp_0829.mat;Lachnoclostridium_sp._UBA2905
msp_0830.mat;unclassified_Rhodospirillaceae
msp_0831.mat;Faecalicoccus_pleomorphus
msp_0832.mat;msp_0832.mat
msp_0833.mat;msp_0833.mat
msp_0834.mat;unclassified_Dialister
msp_0835.mat;Clostridiales_bacterium_41_21_two_genomes
msp_0836.mat;unclassified_Muribaculaceae
msp_0837.mat;unclassified_Erysipelotrichaceae
msp_0838.mat;Candidatus_Gastranaerophilales_sp2
msp_0839.mat;[Clostridium]_sp._CAG:964
msp_0840.mat;msp_0840.mat
msp_0841.mat;unclassified_Oscillibacter
msp_0842.mat;msp_0842.mat
msp_0843.mat;msp_0843.mat
msp_0844.mat;msp_0844.mat
msp_0845.mat;[Clostridium]_sp._CAG:440
msp_0846.mat;unclassified_Cloacibacillus
msp_0847.mat;msp_0847.mat
msp_0848.mat;unclassified_Lachnospiraceae
msp_0849.mat;unclassified_Alistipes
msp_0850.mat;unclassified_Clostridiales_5
msp_0851.mat;unclassified_Clostridiales_Family_XIII._Incertae_Sedis
msp_0852.mat;Absiella_dolichum
msp_0853.mat;msp_0853.mat
msp_0854.mat;[Clostridium]_sp._CAG:349
msp_0855.mat;unclassified_Oscillospiraceae
msp_0856.mat;[Clostridium]_sp._28_17_&_CAG:470
msp_0857.mat;unclassified_Muribaculaceae
msp_0858.mat;[Clostridium]_sp._CAG:433
msp_0859.mat;msp_0859.mat
msp_0860.mat;unclassified_Intestinibacter
msp_0861.mat;unclassified_Oscillibacter
msp_0862.mat;unclassified_Muribaculaceae
msp_0863.mat;unclassified_Lachnospiraceae
msp_0864.mat;msp_0864.mat
msp_0865.mat;msp_0865.mat
msp_0866.mat;msp_0866.mat
msp_0867.mat;unclassified_Clostridiales_5
msp_0868.mat;Lachnospiraceae_bacterium_2_1_46FAA
msp_0869.mat;unclassified_Acidaminococcaceae
msp_0870.mat;unclassified_Barnesiellaceae
msp_0871.mat;msp_0871.mat
msp_0872.mat;msp_0872.mat
msp_0873.mat;Olsenella_sp._Marseille-P2300
msp_0874.mat;unclassified_Oscillibacter
msp_0875.mat;unclassified_Bacteroides
msp_0876.mat;unclassified_Oscillospiraceae
msp_0877.mat;Massiliomicrobiota_timonensis
msp_0878.mat;Bifidobacterium_gallinarum_==_saeculare_
msp_0879.mat;unclassified_Faecalibacterium
msp_0880.mat;unclassified_Muribaculaceae
msp_0881.mat;Haemophilus_parainfluenzae
msp_0882.mat;msp_0882.mat
msp_0883.mat;[Clostridium]_spiroforme
msp_0884.mat;Veillonella_atypica
msp_0885.mat;unclassified_Roseburia
msp_0886.mat;[Firmicutes]_bacterium_CAG:449
msp_0887.mat;unclassified_Lachnospiraceae
msp_0888.mat;unclassified_Muribaculaceae
msp_0889.mat;unclassified_Phascolarctobacterium
msp_0890.mat;msp_0890.mat
msp_0891.mat;unclassified_Ruminococcaceae
msp_0892.mat;unclassified_Lachnospiraceae
msp_0893.mat;Faecalibacterium_prausnitzii_2
msp_0894.mat;unclassified_Prevotella
msp_0895.mat;Acetobacter_sp._CAG:977
msp_0896.mat;Candidatus_Methanomassiliicoccus_intestinalis
msp_0897.mat;Candidatus_Gastranaerophilales_sp3
msp_0898.mat;butyrate-producing_bacterium_SS3/4_-_[Clostridium]_sp._CAG:81
msp_0899.mat;unclassified_Clostridiales_4
msp_0900.mat;msp_0900.mat
msp_0901.mat;unclassified_Blautia
msp_0902.mat;unclassified_Oscillospiraceae
msp_0903.mat;Oscillibacter_sp._57_20
msp_0904.mat;Ruminococcaceae_bacterium_UBA5891
msp_0905.mat;msp_0905.mat
msp_0906.mat;[Clostridium]_sp._2789STDY5834924
msp_0907.mat;msp_0907.mat
msp_0908.mat;msp_0908.mat
msp_0909.mat;[Clostridium]_sp._CAG:768
msp_0910.mat;Bifidobacterium_catenulatum
msp_0911.mat;unclassified_Clostridiales_4
msp_0912.mat;unclassified_Clostridiales_5
msp_0913.mat;msp_0913.mat
msp_0914.mat;unclassified_Ruminococcaceae
msp_0915.mat;msp_0915.mat
msp_0916.mat;Bifidobacterium_animalis
msp_0917.mat;unclassified_Clostridiales_5
msp_0918.mat;unclassified_Prevotella
msp_0919.mat;unclassified_Sutterella
msp_0920.mat;unclassified_Prevotellaceae
msp_0921.mat;Ruminococcus_sp._UBA1828
msp_0922.mat;unclassified_Ruminococcaceae
msp_0923.mat;Veillonella_seminalis
msp_0924.mat;Methanobrevibacter_smithii_2
msp_0925.mat;msp_0925.mat
msp_0926.mat;unclassified_Dialister
msp_0927.mat;unclassified_Erysipelatoclostridium
msp_0928.mat;msp_0928.mat
msp_0929.mat;msp_0929.mat
msp_0930.mat;unclassified_Lachnospiraceae
msp_0931.mat;unclassified_Clostridiales_5
msp_0932.mat;unclassified_Oscillospiraceae
msp_0933.mat;unclassified_Blautia
msp_0934.mat;Bacteroides_salanitronis
msp_0935.mat;Peptostreptococcus_anaerobius
msp_0936.mat;msp_0936.mat
msp_0937.mat;unclassified_Sutterellaceae
msp_0938.mat;[Firmicutes]_bacterium_CAG:536
msp_0939.mat;msp_0939.mat
msp_0940.mat;unclassified_Eggerthella
msp_0941.mat;msp_0941.mat
msp_0942.mat;Coriobacteriia_bacterium_CIM:MAG_1296_1
msp_0943.mat;msp_0943.mat
msp_0944.mat;msp_0944.mat
msp_0945.mat;unclassified_Coprococcus
msp_0946.mat;Collinsella_intestinalis
msp_0947.mat;[Clostridium]_sp._26_22
msp_0948.mat;unclassified_Prevotella
msp_0949.mat;unclassified_Erysipelotrichaceae
msp_0950.mat;msp_0950.mat
msp_0951.mat;unclassified_Alistipes
msp_0952.mat;Agathobaculum_desmolans
msp_0953.mat;unclassified_Gemmiger
msp_0954.mat;unclassified_Sutterellaceae
msp_0955.mat;[Firmicutes]_bacterium_CAG:345
msp_0956.mat;Fusobacterium_sp._clos_1_1
msp_0957.mat;unclassified_Ruminococcaceae
msp_0958.mat;unclassified_Flavonifractor
msp_0959.mat;msp_0959.mat
msp_0960.mat;msp_0960.mat
msp_0961.mat;unclassified_Clostridiales_2
msp_0962.mat;unclassified_Anaerotruncus
msp_0963.mat;msp_0963.mat
msp_0964.mat;[Clostridium]_sp._CAG:571
msp_0965.mat;unclassified_Oscillibacter
msp_0966.mat;unclassified_Clostridiales_4
msp_0967.mat;unclassified_Sutterella
msp_0968.mat;msp_0968.mat
msp_0969.mat;Olsenella_provencensis
msp_0970.mat;Collinsella_bouchesdurhonensis
msp_0971.mat;Bacteroides_sartorii
msp_0972.mat;unclassified_Prevotellaceae
msp_0973.mat;unclassified_Erysipelotrichaceae
msp_0974.mat;msp_0974.mat
msp_0975.mat;msp_0975.mat
